Street Number,Street Name,Borough,Zip Code,DOF Benchmarking Submission Status,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Primary Property Type - Self Selected,DOF Number of Buildings
7,HUBERT STREET       ,MANHATTAN,10013,In Compliance ,2,847.3,Multifamily Housing,1
56,COOPER SQUARE       ,MANHATTAN,10003,In Compliance ,12,793.6,Multifamily Housing,3
79,LAIGHT STREET       ,MANHATTAN,10013,In Compliance ,47,450.5,Multifamily Housing,1
84,HUDSON STREET       ,MANHATTAN,10013,In Compliance ,52,255,Multifamily Housing,1
    70-25,YELLOWSTONE BLVD    ,QUEENS,11375,In Compliance ,30,3877.1,Multifamily Housing,2
11,WEST   67 STREET    ,MANHATTAN,10023,In Compliance ,93,1183.5,Multifamily Housing,1
975,LEXINGTON AVENUE    ,MANHATTAN,10021,In Compliance ,99,354.9,Multifamily Housing,1
1391,   3 AVENUE         ,MANHATTAN,10075,In Compliance ,94,1143.8,Multifamily Housing,1
31,EAST   72 STREET    ,MANHATTAN,10021,In Compliance ,73,415.1,Multifamily Housing,1
505,WEST END AVENUE     ,MANHATTAN,10024,In Compliance ,98,524.7,Multifamily Housing,1
1765,BROADWAY            ,MANHATTAN,10019,In Compliance ,73,3434.9,Office,1
330,UNION AVENUE        ,BROOKLYN            ,11211,In Compliance ,37,334.8,Multifamily Housing,1
75,BUSHWICK AVENUE     ,BROOKLYN            ,11211,In Compliance ,37,831.5,Multifamily Housing,2
250,PULASKI STREET      ,BROOKLYN            ,11206,In Compliance ,38,359.1,Multifamily Housing,1
56,EAST   42 STREET    ,MANHATTAN,10017,In Compliance ,81,7073.4,Office,1
955,EAST  163 STREET    ,BRONX               ,10459,In Compliance ,28,1015.3,Multifamily Housing,2
2019,MONTEREY AVENUE     ,BRONX               ,10457,In Compliance ,7,582.2,Multifamily Housing,1
975,SIMPSON STREET      ,BRONX               ,10459,In Compliance ,71,1501.2,Multifamily Housing,4
1333,BROADWAY            ,MANHATTAN,10018,In Compliance ,72,1977.6,Office,2
   147-10,  84 DRIVE          ,QUEENS,11435,In Compliance ,2,512.4,Multifamily Housing,1
51,AVENUE A            ,MANHATTAN,10009,In Compliance ,97,348.5,Multifamily Housing,1
140,THOMPSON STREET     ,MANHATTAN,10012,In Compliance ,68,399.5,Multifamily Housing,1
31,EAST   12 STREET    ,MANHATTAN,10003,In Compliance ,54,481,Multifamily Housing,1
13,WEST   11 STREET    ,MANHATTAN,10011,In Compliance ,73,236.5,Multifamily Housing,1
305,WEST   18 STREET    ,MANHATTAN,10011,In Compliance ,65,330.4,Multifamily Housing,1
1,UNION SQUARE WEST   ,MANHATTAN,10003,In Compliance ,26,646.7,Office,1
85,SOUTH STREET        ,MANHATTAN,10038,In Compliance ,100,154.2,Multifamily Housing,1
1350,BROADWAY            ,MANHATTAN,10018,In Compliance ,78,2051.4,Office,1
112,EAST   19 STREET    ,MANHATTAN,10003,In Compliance ,69,302.6,Multifamily Housing,1
200,EAST   28 STREET    ,MANHATTAN,10016,In Compliance ,33,273.5,Multifamily Housing,1
54,RIVERSIDE DRIVE     ,MANHATTAN,10024,In Compliance ,70,656.6,Multifamily Housing,1
230,EAST   50 STREET    ,MANHATTAN,10022,In Compliance ,100,79.7,Multifamily Housing,1
230,EAST   71 STREET    ,MANHATTAN,10021,In Compliance ,59,382.2,Multifamily Housing,1
16,EAST   98 STREET    ,MANHATTAN,10029,In Compliance ,100,66.6,Multifamily Housing,1
35,FT WASHINGTON AVENUE,MANHATTAN,10032,In Compliance ,93,223.7,Multifamily Housing,1
1177,ANDERSON AVENUE     ,BRONX               ,10452,In Compliance ,45,853.8,Multifamily Housing,1
1130,PELHAM PARKWAY SOUTH,BRONX               ,10461,In Compliance ,58,393.8,Multifamily Housing,1
    78-03,  19 DRIVE          ,QUEENS,11370,In Compliance ,76,803.9,Multifamily Housing,152
897,EMPIRE BOULEVARD    ,BROOKLYN            ,11213,In Compliance ,68,392.4,Multifamily Housing,1
    19-35,  80 STREET         ,QUEENS,11370,In Compliance ,77,201.2,Multifamily Housing,152
    19-69,  79 STREET         ,QUEENS,11370,In Compliance ,71,388.5,Multifamily Housing,152
    77-03,DITMARS BOULEVARD   ,QUEENS,11370,In Compliance ,74,511.5,Multifamily Housing,152
1540,PELHAM PARKWAY SOUTH,BRONX               ,10461,In Compliance ,95,393.2,Multifamily Housing,1
2041,   5 AVENUE         ,MANHATTAN,10035,In Compliance ,52,277,Multifamily Housing,1
    22-31,  76 STREET         ,QUEENS,11370,In Compliance ,70,528.3,Multifamily Housing,152
    21-59,  78 STREET         ,QUEENS,11370,In Compliance ,58,414.2,Multifamily Housing,152
101,   3 AVENUE         ,BROOKLYN            ,11217,In Compliance ,32,460.7,Multifamily Housing,1
8718,RIDGE BOULEVARD     ,BROOKLYN            ,11209,In Compliance ,100,75.9,Multifamily Housing,1
75,OCEAN AVENUE        ,BROOKLYN            ,11225,In Compliance ,60,455.1,Multifamily Housing,1
1641,OCEAN AVENUE        ,BROOKLYN            ,11230,In Compliance ,94,426.8,Multifamily Housing,1
4710,AVENUE D            ,BROOKLYN            ,11203,In Compliance ,40,319.6,Multifamily Housing,1
787,EAST   46 STREET    ,BROOKLYN            ,11203,In Compliance ,36,314.9,Multifamily Housing,1
40,LINCOLN ROAD        ,BROOKLYN            ,11225,In Compliance ,32,545.8,Multifamily Housing,1
660,WALTON AVENUE       ,BRONX               ,10451,In Compliance ,99,449,Multifamily Housing,1
669,WASHINGTON STREET   ,MANHATTAN,10014,In Compliance ,97,604.1,Multifamily Housing,1
150,BENNETT AVENUE      ,MANHATTAN,10040,In Compliance ,78,1007.1,Multifamily Housing,2
2700,HENRY HUDSON PKWY E ,BRONX               ,10463,In Compliance ,87,481,Multifamily Housing,1
2483,JEROME AVENUE       ,BRONX               ,10468,In Compliance ,10,478.5,Multifamily Housing,1
    62-95,SAUNDERS STREET     ,QUEENS,11374,In Compliance ,75,510.9,Multifamily Housing,1
    95-08,QUEENS BOULEVARD    ,QUEENS,11374,In Compliance ,51,336.2,Multifamily Housing,1
2155,VIRGIL PLACE        ,BRONX               ,10473,In Compliance ,37,334.2,Multifamily Housing,1
    63-25,SAUNDERS STREET     ,QUEENS,11374,In Compliance ,83,358.2,Multifamily Housing,1
    62-65,SAUNDERS STREET     ,QUEENS,11374,In Compliance ,82,507.4,Multifamily Housing,1
    63-07,SAUNDERS STREET     ,QUEENS,11374,In Compliance ,70,318.9,Multifamily Housing,1
800,RIVERSIDE DRIVE     ,MANHATTAN,10032,In Compliance ,93,800.7,Multifamily Housing,1
    82-67,AUSTIN STREET       ,QUEENS,11415,In Compliance ,82,540.9,Multifamily Housing,1
23,CATON PLACE         ,BROOKLYN            ,11218,In Compliance ,87,529.5,Multifamily Housing,1
50,MORNINGSIDE AVENUE  ,MANHATTAN,10026,In Compliance ,33,507.4,Multifamily Housing,1
205,WEST   39 STREET    ,MANHATTAN,10018,In Compliance ,34,1532.4,Office,1
140,EAST   40 STREET    ,MANHATTAN,10016,In Compliance ,86,407,Multifamily Housing,1
38,WARREN STREET       ,MANHATTAN,10007,In Compliance ,33,355.9,Multifamily Housing,1
345,WEST   88 STREET    ,MANHATTAN,10024,In Compliance ,76,556.7,Multifamily Housing,1
771,GREENWICH STREET    ,MANHATTAN,10014,In Compliance ,81,462.9,Multifamily Housing,1
50,BROAD STREET        ,MANHATTAN,10004,In Compliance ,96,838,Office,1
839,RIVERSIDE DRIVE     ,MANHATTAN,10032,In Compliance ,6,588.8,Multifamily Housing,1
4067,BROADWAY            ,MANHATTAN,10032,In Compliance ,6,443.5,Multifamily Housing,1
4069,BROADWAY            ,MANHATTAN,10032,In Compliance ,54,280.4,Multifamily Housing,1
845,RIVERSIDE DRIVE     ,MANHATTAN,10032,In Compliance ,5,684.1,Multifamily Housing,1
3,WEST   57 STREET    ,MANHATTAN,10019,In Compliance ,90,255.5,Office,1
    92-16,WHITNEY AVENUE      ,QUEENS,11373,In Compliance ,72,350.1,Multifamily Housing,1
385,   5 AVENUE         ,MANHATTAN,10016,In Compliance ,60,567.4,Office,1
460,WEST   34 STREET    ,MANHATTAN,10001,In Compliance ,46,4834.6,Office,1
450,   7 AVENUE         ,MANHATTAN,10123,In Compliance ,90,2451.8,Office,1
462,   7 AVENUE         ,MANHATTAN,10018,In Compliance ,78,930.5,Office,1
470,   7 AVENUE         ,MANHATTAN,10018,In Compliance ,49,744.1,Office,1
132,WEST   36 STREET    ,MANHATTAN,10018,In Compliance ,86,901.1,Office,1
3505,NOSTRAND AVENUE     ,BROOKLYN            ,11229,In Compliance ,51,559.7,Office,1
95,THROOP AVENUE       ,BROOKLYN            ,11206,In Compliance ,44,385.5,Multifamily Housing,1
118,EAST   60 STREET    ,MANHATTAN,10022,In Compliance ,52,1733.3,Multifamily Housing,1
    37-10, 114 STREET         ,QUEENS,11368,In Compliance ,43,1039.3,Hotel,1
149,EAST   39 STREET    ,MANHATTAN,10016,In Compliance ,75,687.3,Hotel,1
150,EAST   57 STREET    ,MANHATTAN,10022,In Compliance ,5,1015.9,Multifamily Housing,1
961,VICTORY BOULEVARD   ,STATEN ISLAND       ,10301,In Compliance ,50,933.9,Multifamily Housing,1
208,WEST  151 STREET    ,MANHATTAN,10039,In Compliance ,51,648.6,Multifamily Housing,1
1819,WILLIAMSBRIDGE ROAD ,BRONX               ,10461,In Compliance ,51,535.3,Multifamily Housing,1
3320,RESERVOIR OVAL EAST ,BRONX               ,10467,In Compliance ,52,590.6,Multifamily Housing,1
5,WEST   37 STREET    ,MANHATTAN,10018,In Compliance ,58,759.6,Office,1
510,EAST   62 STREET    ,MANHATTAN,10065,In Compliance ,2,1728.3,Hospital (General Medical & Surgical),1
3127,GRAND CONCOURSE     ,BRONX               ,10468,In Compliance ,5,1058.9,Multifamily Housing,1
10,FAIRVIEW AVENUE     ,MANHATTAN,10040,In Compliance ,13,701.1,Multifamily Housing,1
1025,BOYNTON AVENUE      ,BRONX               ,10472,In Compliance ,7,821.3,Multifamily Housing,1
125,EAST   19 STREET    ,BROOKLYN            ,11226,In Compliance ,12,500.6,Multifamily Housing,1
125,EAST   18 STREET    ,BROOKLYN            ,11226,In Compliance ,18,527.5,Multifamily Housing,1
1480,OCEAN AVENUE        ,BROOKLYN            ,11230,In Compliance ,75,291.3,Multifamily Housing,1
155,LINDEN BOULEVARD    ,BROOKLYN            ,11226,In Compliance ,99,339.2,Multifamily Housing,1
135,PROSPECT PARK SW    ,BROOKLYN            ,11218,In Compliance ,85,387.8,Multifamily Housing,1
145,  95 STREET         ,BROOKLYN            ,11209,In Compliance ,75,379.7,Multifamily Housing,1
166,SEELEY STREET       ,BROOKLYN            ,11218,In Compliance ,41,328.8,Multifamily Housing,1
1840,EAST   13 STREET    ,BROOKLYN            ,11229,In Compliance ,82,510.6,Multifamily Housing,1
20,EAST   18 STREET    ,BROOKLYN            ,11226,In Compliance ,32,373,Multifamily Housing,1
714,EAST   27 STREET    ,BROOKLYN            ,11210,In Compliance ,79,317.5,Multifamily Housing,1
110,GREEN STREET        ,BROOKLYN            ,11222,In Compliance ,38,754.1,Multifamily Housing,1
2060,EAST   19 STREET    ,BROOKLYN            ,11229,In Compliance ,44,397.9,Multifamily Housing,1
2300,OCEAN AVENUE        ,BROOKLYN            ,11229,In Compliance ,59,383.5,Multifamily Housing,1
2525,NOSTRAND AVENUE     ,BROOKLYN            ,11210,In Compliance ,65,486.8,Multifamily Housing,1
255,  79 STREET         ,BROOKLYN            ,11209,In Compliance ,90,277.9,Multifamily Housing,1
2569,OCEAN AVENUE        ,BROOKLYN            ,11229,In Compliance ,99,99.6,Multifamily Housing,1
2680,EAST   19 STREET    ,BROOKLYN            ,11235,In Compliance ,67,488,Multifamily Housing,1
22,MARTENSE STREET     ,BROOKLYN            ,11226,In Compliance ,75,273,Multifamily Housing,1
3101,OCEAN PARKWAY       ,BROOKLYN            ,11235,In Compliance ,82,476.8,Multifamily Housing,1
3115,BRIGHTON    6 STREET,BROOKLYN            ,11235,In Compliance ,78,360.9,Multifamily Housing,1
364,  93 STREET         ,BROOKLYN            ,11209,In Compliance ,68,260.5,Multifamily Housing,1
450,  95 STREET         ,BROOKLYN            ,11209,In Compliance ,41,313.5,Multifamily Housing,1
50,EAST   18 STREET    ,BROOKLYN            ,11226,In Compliance ,46,318.7,Multifamily Housing,1
657,EAST   26 STREET    ,BROOKLYN            ,11210,In Compliance ,71,502.3,Multifamily Housing,1
667,EAST   34 STREET    ,BROOKLYN            ,11203,In Compliance ,24,556.6,Multifamily Housing,1
7101,SHORE ROAD          ,BROOKLYN            ,11209,In Compliance ,9,557.5,Multifamily Housing,1
7119,SHORE ROAD          ,BROOKLYN            ,11209,In Compliance ,100,80.2,Multifamily Housing,1
7401,   4 AVENUE         ,BROOKLYN            ,11209,In Compliance ,58,301.3,Multifamily Housing,1
7825,   4 AVENUE         ,BROOKLYN            ,11209,In Compliance ,68,340.3,Multifamily Housing,1
1600,CATON AVENUE        ,BROOKLYN            ,11226,In Compliance ,97,349.3,Multifamily Housing,1
181,HAWTHORNE STREET    ,BROOKLYN            ,11225,In Compliance ,43,334.3,Multifamily Housing,1
217,EAST    7 STREET    ,BROOKLYN            ,11218,In Compliance ,44,440.8,Multifamily Housing,2
214,EAST    8 STREET    ,BROOKLYN            ,11218,In Compliance ,66,340.4,Multifamily Housing,1
315,OCEAN PARKWAY       ,BROOKLYN            ,11218,In Compliance ,33,516.3,Multifamily Housing,1
465,EAST    7 STREET    ,BROOKLYN            ,11218,In Compliance ,51,509.9,Multifamily Housing,1
   183-11,HILLSIDE AVENUE     ,QUEENS,11432,In Compliance ,8,1001,Multifamily Housing,1
   142-46,SANFORD AVENUE      ,QUEENS,11355,In Compliance ,100,51.1,Multifamily Housing,1
4800,  14 AVENUE         ,BROOKLYN            ,11219,In Compliance ,15,377.9,Multifamily Housing,1
360,EAST  234 STREET    ,BRONX               ,10470,In Compliance ,52,357.8,Multifamily Housing,1
4300,MARTHA AVENUE       ,BRONX               ,10470,In Compliance ,87,391.2,Multifamily Housing,1
5,BUCHANAN PLACE      ,BRONX               ,10453,In Compliance ,42,397.5,Multifamily Housing,1
675,AVENUE OF THE AMER  ,MANHATTAN,10010,In Compliance ,50,2177.9,Medical Office,1
116,WEST   72 STREET    ,MANHATTAN,10023,In Compliance ,18,308.3,Multifamily Housing,1
1514,SEDGWICK AVENUE     ,BRONX               ,10453,In Compliance ,24,496.3,Multifamily Housing,1
1835,NEEDHAM AVENUE      ,BRONX               ,10466,In Compliance ,40,267.4,Multifamily Housing,1
    87-02,  35 AVENUE         ,QUEENS,11372,In Compliance ,69,238.3,Multifamily Housing,1
40,ARDEN STREET        ,MANHATTAN,10040,In Compliance ,12,544.1,Multifamily Housing,1
   119-20,UNION TURNPIKE      ,QUEENS,11415,In Compliance ,17,509.1,Multifamily Housing,1
3065,ROBERTS AVENUE      ,BRONX               ,10461,In Compliance ,72,252.7,Multifamily Housing,1
165,BENNETT AVENUE      ,MANHATTAN,10040,In Compliance ,19,394.4,Multifamily Housing,1
    23-02,23 ROAD             ,QUEENS,11105,In Compliance ,24,335.1,Multifamily Housing,1
    43-08,  41 STREET         ,QUEENS,11104,In Compliance ,76,346.9,Multifamily Housing,1
   109-10,PARK LANE SOUTH     ,QUEENS,11418,In Compliance ,61,560,Multifamily Housing,1
220,PARK AVENUE         ,BRONX               ,10451,In Compliance ,1,898.7,K-12 School,1
    41-42,PARSONS BOULEVARD   ,QUEENS,11355,In Compliance ,12,636.5,Multifamily Housing,1
    41-69,PARSONS BOULEVARD   ,QUEENS,11355,In Compliance ,10,523.4,Multifamily Housing,1
1902,AVENUE T            ,BROOKLYN            ,11229,In Compliance ,96,407.8,K-12 School,1
131,WEST   35 STREET    ,MANHATTAN,10001,In Compliance ,97,229.8,Office,1
108,CLARKE PLACE EAST   ,BRONX               ,10452,In Compliance ,12,740.4,Multifamily Housing,1
420,WATKINS STREET      ,BROOKLYN            ,11212,In Compliance ,27,1562.1,Multifamily Housing,1
600,EAST   21 STREET    ,BROOKLYN            ,11226,In Compliance ,61,346.8,Multifamily Housing,1
3621,BROADWAY            ,MANHATTAN,10031,In Compliance ,56,402.9,Multifamily Housing,1
222,SKILLMAN STREET     ,BROOKLYN            ,11205,In Compliance ,100,130.9,Multifamily Housing,1
738,ALBANY AVENUE       ,BROOKLYN            ,11203,In Compliance ,81,406.6,Multifamily Housing,1
690,ALBANY AVENUE       ,BROOKLYN            ,11203,In Compliance ,79,372.3,Multifamily Housing,1
3002,FT HAMILTON PARKWAY ,BROOKLYN            ,11218,In Compliance ,96,266.1,Other,1
2723,BARNES AVENUE       ,BRONX               ,10467,In Compliance ,57,271,Multifamily Housing,1
   144-40,  38 AVENUE         ,QUEENS,11354,In Compliance ,100,192.2,Multifamily Housing,1
185,CLINTON AVENUE      ,BROOKLYN            ,11205,In Compliance ,19,4812.8,Multifamily Housing,5
210,CLINTON AVENUE      ,BROOKLYN            ,11205,In Compliance ,93,262.5,Multifamily Housing,1
325,CLINTON AVENUE      ,BROOKLYN            ,11205,In Compliance ,73,354.9,Multifamily Housing,1
345,CLINTON AVENUE      ,BROOKLYN            ,11238,In Compliance ,19,3254.7,Multifamily Housing,4
720,WEST 11 STREET      ,MANHATTAN,10019,In Compliance ,19,493.4,Multifamily Housing,10
135,WEST   70 STREET    ,MANHATTAN,10023,In Compliance ,5,584.6,Multifamily Housing,1
371,WEST STREET         ,MANHATTAN,10014,In Compliance ,32,818.9,Multifamily Housing,1
1500,NOBLE AVENUE        ,BRONX               ,10460,In Compliance ,7,1926.4,Multifamily Housing,1
220,EAST   18 STREET    ,BROOKLYN            ,11226,In Compliance ,12,534.3,Multifamily Housing,1
146,SOUTH    4 STREET   ,BROOKLYN            ,11211,In Compliance ,100,229.3,Multifamily Housing,1
180,SCHOLES STREET      ,BROOKLYN            ,11206,In Compliance ,69,107.1,Multifamily Housing,1
98,MORNINGSIDE AVENUE  ,MANHATTAN,10027,In Compliance ,42,389.3,Multifamily Housing,1
   123-10,OCEAN PROMENADE     ,QUEENS,11694,In Compliance ,100,162.3,Multifamily Housing,1
    22-35,  75 STREET         ,QUEENS,11370,In Compliance ,80,342,Multifamily Housing,152
63,CENTRAL AVENUE      ,BROOKLYN            ,11206,In Compliance ,73,262.5,Multifamily Housing,1
68,BEAVER STREET       ,BROOKLYN            ,11206,In Compliance ,90,513,Multifamily Housing,1
43,CENTRAL AVENUE      ,BROOKLYN            ,11206,In Compliance ,36,460.6,Multifamily Housing,1
78,TROUTMAN STREET     ,BROOKLYN            ,11206,In Compliance ,59,347.4,Multifamily Housing,1
22,MOFFAT STREET       ,BROOKLYN            ,11207,In Compliance ,80,256.5,Multifamily Housing,1
43,GOODWIN PLACE       ,BROOKLYN            ,11221,In Compliance ,94,275.9,Multifamily Housing,1
561,KNICKERBOCKER AVENUE,BROOKLYN            ,11221,In Compliance ,77,272.6,Multifamily Housing,1
1349,GATES AVENUE        ,BROOKLYN            ,11221,In Compliance ,69,253.1,Multifamily Housing,1
1255,GATES AVENUE        ,BROOKLYN            ,11221,In Compliance ,69,332.8,Multifamily Housing,1
87,MELROSE STREET      ,BROOKLYN            ,11206,In Compliance ,56,291.2,Multifamily Housing,1
1742,EAST  172 STREET    ,BRONX               ,10472,In Compliance ,1,1634.6,Multifamily Housing,1
8750,BAY PARKWAY         ,BROOKLYN            ,11214,In Compliance ,57,472.1,Multifamily Housing,1
1775,DAVIDSON AVENUE     ,BRONX               ,10453,In Compliance ,2,664.9,Multifamily Housing,1
35,ARDEN STREET        ,MANHATTAN,10040,In Compliance ,22,385,Multifamily Housing,1
404,AUDUBON AVENUE      ,MANHATTAN,10033,In Compliance ,4,935.4,Multifamily Housing,1
250,CLARKSON AVENUE     ,BROOKLYN            ,11226,In Compliance ,6,831.5,Multifamily Housing,1
270,CLARKSON AVENUE     ,BROOKLYN            ,11226,In Compliance ,48,526,Multifamily Housing,1
60,CLARKSON AVENUE     ,BROOKLYN            ,11226,In Compliance ,45,612.2,Multifamily Housing,1
    80-00,COOPER AVENUE       ,QUEENS              ,11385,In Compliance ,58,2989.8,Retail Store,10
    55-60,  58 STREET         ,QUEENS,11378,In Compliance ,92,434,Mixed Use Property,1
    10-36,NEILSON STREET      ,QUEENS,11691,In Compliance ,46,604.3,Multifamily Housing,1
145,EAST   32 STREET    ,MANHATTAN,10016,In Compliance ,24,1008.3,Medical Office,1
46,FT WASHINGTON AVENUE,MANHATTAN,10032,In Compliance ,6,637.7,Multifamily Housing,1
38,FT WASHINGTON AVENUE,MANHATTAN,10032,In Compliance ,5,545.5,Multifamily Housing,1
349,LEXINGTON AVENUE    ,MANHATTAN,10016,In Compliance ,69,597,Office,1
120,BENNETT AVENUE      ,MANHATTAN,10033,In Compliance ,74,563.5,Multifamily Housing,1
230,WEST END AVENUE     ,MANHATTAN,10023,In Compliance ,76,665.2,Multifamily Housing,1
